episode,score,avg_score,hidden_size,entropy_production
75,46.0,16.78,4,9.902191089370069
76,10.0,16.74,4,2.6134819892535233
77,28.0,17.06,4,9.198427709588517
78,16.0,16.96,4,3.526307059919729
79,26.0,17.3,4,6.243614923675543
80,12.0,17.38,4,1.6860548860257167
81,12.0,17.26,4,2.176052912106362
82,21.0,17.46,4,0.637136608524809
83,31.0,17.86,4,1.928797815121361
84,31.0,18.28,4,0.9773333965958328
85,26.0,18.52,4,3.931737247191317
86,32.0,18.8,4,4.452544135503252
87,15.0,18.86,4,0.6189363766988581
88,29.0,19.26,4,1.2062978877772594
89,23.0,19.54,4,2.608939667195943
90,33.0,19.92,4,2.3917863424675865
91,13.0,19.62,4,1.4876762468807525
92,17.0,19.68,4,1.6438535626827027
93,22.0,19.94,4,1.333888844528548
94,16.0,20.02,4,1.8348497342809553
95,16.0,19.86,4,0.9654618761767494
96,18.0,19.96,4,10.743150038840193
97,58.0,20.6,4,4.585877681962499
98,15.0,20.66,4,1.603231369104555
99,66.0,21.62,4,1.3491562216089805
100,25.0,21.92,4,0.923825535364068
101,27.0,22.16,4,0.8448143255288114
102,19.0,22.32,4,0.4276479273248871
103,13.0,22.26,4,0.7483967792689202
104,15.0,21.92,4,2.4192809199208027
105,12.0,21.96,4,1.9424567294339976
106,65.0,22.86,4,5.209140936272886
107,24.0,23.12,4,0.3240684401121961
108,10.0,23.16,4,1.6636672502080834
109,33.0,23.4,4,5.99767540628989
110,21.0,23.54,4,1.3148408870805426
111,22.0,23.62,4,0.9566861276938735
112,36.0,23.54,4,0.8930538779938464
113,50.0,24.1,4,3.7270018710116672
114,17.0,23.96,4,2.4492106763509116
115,38.0,24.5,4,0.8729308190325897
116,52.0,24.94,4,1.1316851974055153
117,29.0,25.32,4,3.9910035210206276
118,35.0,25.46,4,8.192506475849607
119,14.0,25.52,4,2.3371439520143205
120,17.0,25.36,4,5.330414361626469
121,12.0,25.36,4,0.4176301838098384
122,22.0,25.34,4,4.343492784270152
123,8.0,25.14,4,1.0108982225211598
124,24.0,25.44,4,1.4345364164922834
125,22.0,24.96,4,1.204705900164597
126,26.0,25.28,4,2.038165079078804
127,17.0,25.06,4,1.3278389637337247
128,27.0,25.28,4,2.0926794897794654
129,32.0,25.4,4,0.4903764334097367
130,20.0,25.56,4,2.5347994690754914
131,26.0,25.84,4,2.5543903174407
132,14.0,25.7,4,2.996214086096619
133,30.0,25.68,4,4.620541373280827
134,36.0,25.78,4,2.8041533356254487
135,32.0,25.9,4,5.374290441228808
136,9.0,25.44,4,2.587187828271999
137,20.0,25.54,4,1.7750995505237386
138,15.0,25.26,4,1.6453765267896865
139,12.0,25.04,4,0.737139816804934
140,23.0,24.84,4,2.2575851558304927
141,9.0,24.76,4,2.1079527184547753
142,30.0,25.02,4,5.112714329000372
143,26.0,25.1,4,1.883722683754202
144,35.0,25.48,4,5.450965748860138
145,11.0,25.38,4,4.68405030115166
146,17.0,25.36,4,0.5475573935924313
147,33.0,24.86,4,1.1000247442570281
148,59.0,25.74,4,1.032679931809886
149,12.0,24.66,4,1.7522226496647855
150,25.0,24.66,4,4.9244486173116675
151,10.0,24.32,4,2.1369751247280435
152,23.0,24.4,4,2.2881276844571943
153,17.0,24.48,4,0.8024053468169762
154,27.0,24.72,4,1.7610317103838817
155,21.0,24.9,4,4.005864613141006
156,18.0,23.96,4,6.568184558508876
157,35.0,24.18,4,2.9303998084835765
158,29.0,24.56,4,2.9655781657626146
159,13.0,24.16,4,5.524638392827247
160,44.0,24.62,4,1.522795575377172
161,35.0,24.88,4,0.854305796310202
162,58.0,25.32,4,3.785949711818002
163,28.0,24.88,4,1.2425273815011184
164,19.0,24.92,4,0.603803790005314
165,11.0,24.38,4,2.1275300356336357
166,11.0,23.56,4,4.01984811633427
167,18.0,23.34,4,3.027608592125358
168,48.0,23.6,4,1.4840760262031958
169,12.0,23.56,4,4.759406429984706
170,57.0,24.36,4,3.4558785449174234
171,13.0,24.38,4,2.4840581003592908
172,27.0,24.48,4,6.274525690194162
173,74.0,25.8,4,2.5974775541642874
174,68.0,26.68,4,7.994012859272744
175,56.0,27.36,4,9.572722340825194
176,20.0,27.24,4,7.525131291982742
177,26.0,27.42,4,3.066232962155256
178,65.0,28.18,4,10.125023363595398
179,23.0,28.0,4,6.692402743186903
180,21.0,28.02,4,2.1961550586768332
181,15.0,27.8,4,2.6413098109479742
182,14.0,27.8,4,4.948682926803316
183,14.0,27.48,4,6.30768273579453
184,20.0,27.16,4,2.7495623540753438
185,17.0,26.86,4,0.957260841784201
186,29.0,27.26,4,2.2550541067847205
187,16.0,27.18,4,2.8546374901762213
188,17.0,27.22,4,2.8326667891075568
189,44.0,27.86,4,9.605129498867122
190,18.0,27.76,4,2.3053977676522854
191,39.0,28.36,4,1.6382754610880368
192,96.0,29.68,4,12.508087100933482
193,26.0,29.68,4,0.8197901940301348
194,13.0,29.24,4,1.6237091778882995
195,24.0,29.5,4,1.0971995786951771
196,21.0,29.58,4,1.2521598905939648
197,17.0,29.26,4,3.552702899275029
198,34.0,28.76,4,2.072021936963396
199,41.0,29.34,4,2.3553862288509
200,46.0,29.76,4,4.549811792599451
201,27.0,30.1,4,2.63806997487685
202,47.0,30.58,4,5.587473603848222
203,84.0,31.92,4,8.10418189849367
204,16.0,31.7,4,2.8390336381195107
205,14.0,31.56,4,0.9747008456962941
206,65.0,32.5,4,7.166508222941902
207,66.0,33.12,4,7.848525172398853
208,136.0,35.26,4,6.932194272743216
209,66.0,36.32,4,4.774055363065739
210,20.0,35.84,4,5.4459268987283895
211,68.0,36.5,4,4.564525958967312
212,82.0,36.98,4,4.175327723394398
213,86.0,38.14,4,3.99509444495839
214,54.0,38.84,4,23.426203660728117
215,39.0,39.4,4,9.937571379288006
216,73.0,40.64,4,13.297178540283534
217,38.0,41.04,4,8.971731871716932
218,55.0,41.18,4,7.4588794256902755
219,78.0,42.5,4,9.46944715170279
220,20.0,41.76,4,7.282530097329357
221,63.0,42.76,4,16.184620182881314
222,99.0,44.2,4,18.366090426439822
223,13.0,42.98,4,7.3144888755959805
224,24.0,42.1,4,3.7626844471849674
225,19.0,41.36,4,2.2743067166499356
226,173.0,44.42,4,22.07703813028557
227,119.0,46.28,4,27.085998671081324
228,187.0,48.72,4,16.027284289271265
229,24.0,48.74,4,2.946255822952453
230,45.0,49.22,4,3.802214730831965
231,31.0,49.54,4,7.062706775736491
232,58.0,50.42,4,13.02909583587995
233,49.0,51.12,4,2.7710379867323245
234,106.0,52.84,4,9.880650372401472
235,85.0,54.2,4,14.192622847751425
236,82.0,55.26,4,13.570659419447283
237,17.0,55.28,4,7.475833903208768
238,81.0,56.56,4,4.876129570749748
239,146.0,58.6,4,32.109023133261516
240,137.0,60.98,4,11.202967987095043
241,80.0,61.8,4,5.135113473440371
242,37.0,60.62,4,1.480995243793328
243,212.0,64.34,4,25.644488676450816
244,169.0,67.46,4,14.353224261017292
245,61.0,68.2,4,10.55089018089966
246,158.0,70.94,4,20.92253612170997
247,91.0,72.42,4,14.496023068342371
248,65.0,73.04,4,11.597415061935635
249,190.0,76.02,4,42.02259755983525
250,138.0,77.86,4,11.677265487004457
251,95.0,79.22,4,14.850181762797755
252,304.0,84.36,4,16.601762554549907
253,140.0,85.48,4,34.47691944483467
254,176.0,88.68,4,31.07691335569534
255,214.0,92.68,4,13.26936415207111
256,150.0,94.38,4,48.490421267726155
257,71.0,94.48,4,31.04806645414406
258,43.0,92.62,4,17.76992156761563
259,122.0,93.74,4,12.755935383222718
260,79.0,94.92,4,14.93431896981
261,152.0,96.6,4,9.041800595465288
262,68.0,96.32,4,19.519478818467167
263,98.0,96.56,4,33.60146180102948
264,119.0,97.86,4,11.784306452527792
265,71.0,98.5,4,14.66268018442931
266,158.0,100.2,4,22.01049028457287
267,138.0,102.2,4,26.68166182947834
268,186.0,104.82,4,13.129681705018427
269,126.0,105.78,4,10.008259656173747
270,133.0,108.04,4,7.908839125978476
271,134.0,109.46,4,22.583969714436968
272,177.0,111.02,4,13.50919409597603
273,49.0,111.74,4,8.086011160613014
274,144.0,114.14,4,14.391677429318293
275,195.0,117.66,4,5.297909486615805
276,84.0,115.88,4,10.953302290899186
277,108.0,115.66,4,3.69995054940402
278,95.0,113.82,4,15.833126285965397
279,178.0,116.9,4,21.92559639214214
280,53.0,117.06,4,5.827648060238392
281,100.0,118.44,4,18.353121353858118
282,134.0,119.96,4,20.01925768927368
283,107.0,121.12,4,5.595131961172699
284,31.0,119.62,4,5.862892830092379
285,82.0,119.56,4,6.582699121256018
286,182.0,121.56,4,25.104175363089972
287,178.0,124.78,4,20.82499240380718
288,65.0,124.46,4,17.49710496445173
289,207.0,125.68,4,19.810014448428234
290,213.0,127.2,4,18.331280619887792
291,300.0,131.6,4,43.55526666388292
292,335.0,137.56,4,8.683151494695288
293,259.0,138.5,4,25.14353709636226
294,72.0,136.56,4,11.780905156818639
295,261.0,140.56,4,12.551348856220587
296,413.0,145.66,4,19.58779169652759
297,238.0,148.6,4,43.533895808113584
298,313.0,153.56,4,43.319618231944425
299,288.0,155.52,4,47.397015208583326
300,286.0,158.48,4,40.1447787417172
301,279.0,162.16,4,18.240725990896856
302,250.0,161.08,4,77.36305796254864
303,500.0,168.28,4,41.031896122157875
304,248.0,169.72,4,68.79894914666292
305,389.0,173.22,4,52.46970105701717
306,191.0,174.04,4,47.64062695072138
307,500.0,182.62,4,19.67533874922533
308,500.0,191.76,4,19.598333274620792
309,500.0,199.32,4,69.23511564302173
